truck_id,route_id,departure_date,estimated_arrival,delay,route_avg_temp,route_avg_wind_speed,route_avg_precip,route_avg_humidity,route_avg_visibility,route_avg_pressure,route_description,estimated_arrival_nearest_hour,departure_date_nearest_hour,origin_id,destination_id,distance,average_hours,temp_origin,wind_speed_origin,description_origin,precip_origin,humidity_origin,visibility_origin,pressure_origin,temp_destination,wind_speed_destination,description_destination,precip_destination,humidity_destination,visibility_destination,pressure_destination,avg_no_of_vehicles,accident,truck_age,load_capacity_pounds,mileage_mpg,fuel_type,driver_id,name,gender,age,experience,driving_style,ratings,vehicle_no,average_speed_mph,is_midnight,id
17142878,R-96650172,2019-01-04 07:00:00,2019-01-05 02:57:36,0,57.2,5.4,0.0,81.0,3.0,1012.8,Mist,2019-01-05 03:00:00,2019-01-04 07:00:00,C-328bd8d3,C-419cd14c,997.93,19.96,34.0,7.0,Partly cloudy,0.0,75.0,6.0,1014.0,55.0,2.0,Clear,0.0,72.0,6.0,1020.0,1710.5263157894738,0.0,10.0,3000.0,20.0,gas,82ff0d62-e,John Jones,male,54.0,24.0,conservative,8.0,17142878.0,53.4,1,11
30458082,R-f6f0f22b,2019-01-01 07:00:00,2019-01-02 00:16:48,0,52.8,8.6,0.0,93.2,4.0,1015.8,Light rain shower,2019-01-02 00:00:00,2019-01-01 07:00:00,C-280b55fb,C-2c9e75ef,864.03,17.28,16.0,15.0,Overcast,0.0,78.0,6.0,1031.0,27.0,6.0,Clear,0.0,51.0,6.0,1030.0,2102.9444444444443,0.0,8.0,6000.0,17.0,gas,849f40c0-4,Eric Mullen,male,39.0,6.0,conservative,8.0,30458082.0,43.55,1,12
25773008,R-ea4bf2c3,2019-01-04 07:00:00,2019-01-05 04:02:24,1,64.2,5.2,0.04,76.6,5.2,1010.8,Clear,2019-01-05 04:00:00,2019-01-04 07:00:00,C-40a81eb1,C-19236709,1052.25,21.04,36.0,5.0,Sunny,0.0,70.0,6.0,1016.0,37.0,7.0,Clear,0.0,89.0,6.0,1013.0,1840.3636363636363,0.0,9.0,4000.0,17.0,gas,04d676c2-e,Jeffrey Fletcher,male,53.0,11.0,proactive,6.0,25773008.0,62.33,1,13
32383950,R-ff8ce956,2019-01-13 07:00:00,2019-01-14 06:10:12,1,22.666666666666668,11.166666666666666,0.0,76.33333333333333,5.666666666666667,1020.3333333333334,Patchy light snow,2019-01-14 06:00:00,2019-01-13 07:00:00,C-ef47bdcd,C-280b55fb,1158.38,23.17,19.0,3.0,Patchy moderate snow,0.0,84.0,5.0,1030.0,21.0,6.0,Cloudy,0.0,95.0,6.0,1030.0,1739.3333333333333,0.0,10.0,15000.0,23.0,diesel,8ac28709-9,James Herrera,male,46.0,12.0,proactive,8.0,32383950.0,59.0,1,14
17692634,R-93d60987,2019-01-31 07:00:00,2019-01-31 15:52:48,1,47.0,12.666666666666666,0.0,65.66666666666667,6.0,1015.3333333333334,Partly cloudy,2019-01-31 16:00:00,2019-01-31 07:00:00,C-84f378bb,C-a9f2c329,444.02,8.88,21.0,11.0,Overcast,0.0,61.0,6.0,1022.0,3.0,7.0,Moderate snow,0.0,81.0,2.0,1029.0,2135.4444444444443,0.0,10.0,10000.0,19.0,gas,458adb7d-5,John Coleman,male,50.0,13.0,conservative,6.0,17692634.0,45.07,0,15
31794890,R-65b885d4,2019-01-22 07:00:00,2019-01-23 00:25:48,1,40.0,10.0,0.04,76.2,3.6,1014.8,Patchy heavy snow,2019-01-23 00:00:00,2019-01-22 07:00:00,C-841ebdcb,C-d80a1e7d,871.28,17.43,64.0,11.0,Partly cloudy,0.0,79.0,6.0,1016.0,39.0,17.0,Overcast,0.0,94.0,6.0,1016.0,2206.764705882353,0.0,8.0,10000.0,21.0,gas,f714636b-e,Lucas Shaw,male,42.0,9.0,proactive,8.0,31794890.0,59.95,1,16
32516697,R-4306d560,2019-02-03 07:00:00,2019-02-03 13:36:00,0,61.666666666666664,9.0,0.0,88.66666666666667,6.0,1012.6666666666666,Cloudy,2019-02-03 14:00:00,2019-02-03 07:00:00,C-03bb3e48,C-e6dcda92,330.15,6.6,16.0,9.0,Overcast,0.0,96.0,6.0,1010.0,52.0,12.0,Cloudy,0.0,94.0,6.0,1002.0,2113.4285714285716,0.0,11.0,4000.0,28.0,diesel,a28927e1-5,Russell Ward DDS,male,50.0,9.0,proactive,8.0,32516697.0,63.54,0,17
63170233,R-29229ca4,2019-01-16 07:00:00,2019-01-17 14:32:24,0,57.57142857142857,9.428571428571429,0.0,59.857142857142854,6.0,1012.5714285714286,Partly cloudy,2019-01-17 15:00:00,2019-01-16 07:00:00,C-d9e9d934,C-ef47bdcd,1576.84,31.54,37.0,5.0,Sunny,0.0,80.0,6.0,1023.0,45.0,5.0,Sunny,0.0,42.0,6.0,1012.0,1926.4516129032259,0.0,7.0,4000.0,22.0,diesel,6e74a2b3-0,Glenn Lewis,male,47.0,10.0,proactive,8.0,63170233.0,65.8,1,18
24964335,R-f363ad37,2019-01-22 07:00:00,2019-01-23 02:32:24,1,81.2,5.6,0.0,74.6,6.0,1015.0,Sunny,2019-01-23 03:00:00,2019-01-22 07:00:00,C-b5ff31cd,C-825b2625,977.19,19.54,7.0,12.0,Sunny,0.0,59.0,6.0,1033.0,36.0,5.0,Moderate rain,0.1,99.0,4.0,1009.0,2145.8125,0.0,10.0,10000.0,16.0,gas,fe21ef5a-2,Jeffrey Arnold,male,58.0,16.0,conservative,7.0,24964335.0,40.37,1,19
22748353,R-089c9405,2019-01-31 07:00:00,2019-01-31 16:07:48,0,64.66666666666667,4.333333333333333,0.0,90.33333333333333,4.0,1013.6666666666666,Overcast,2019-01-31 16:00:00,2019-01-31 07:00:00,C-6df8beaf,C-03bb3e48,456.29,9.13,-13.0,6.0,Partly cloudy,0.0,77.0,6.0,1033.0,-6.0,9.0,Heavy snow,0.0,76.0,4.0,1022.0,2018.6666666666667,0.0,8.0,4000.0,25.0,diesel,174eb703-c,Manuel Jimenez,male,42.0,8.0,conservative,3.0,22748353.0,29.32,0,20
29596705,R-0371bf56,2019-01-06 07:00:00,2019-01-07 07:40:12,1,69.0,10.833333333333334,0.0,74.16666666666667,6.0,1008.1666666666666,Partly cloudy,2019-01-07 08:00:00,2019-01-06 07:00:00,C-419cd14c,C-5d86b887,1233.32,24.67,50.0,1.0,Partly cloudy,0.0,94.0,6.0,1021.0,36.0,4.0,Partly cloudy,0.0,51.0,6.0,1032.0,1684.24,0.0,10.0,15000.0,17.0,gas,c1410f13-8,Charles Holmes,male,55.0,20.0,proactive,6.0,29596705.0,58.58,1,21
28678505,R-5f8edf42,2019-01-19 07:00:00,2019-01-20 00:38:24,1,46.0,5.5,0.0,61.5,6.0,1024.0,Clear,2019-01-20 01:00:00,2019-01-19 07:00:00,C-01660979,C-a9f2c329,882.21,17.64,34.0,4.0,Partly cloudy,0.0,64.0,6.0,1024.0,3.0,11.0,Clear,0.0,91.0,6.0,1028.0,2054.722222222222,0.0,10.0,4000.0,16.0,gas,cf474820-2,Antonio Hughes,male,49.0,19.0,conservative,4.0,28678505.0,46.85,1,22
47024382,R-a8541811,2019-01-19 07:00:00,2019-01-19 12:00:00,0,45.0,7.0,0.0,65.0,6.0,1026.0,Clear,2019-01-19 12:00:00,2019-01-19 07:00:00,C-d80a1e7d,C-6df8beaf,250.02,5.0,34.0,12.0,Moderate or heavy freezing rain,0.0,96.0,2.0,1011.0,25.0,20.0,Blizzard,0.0,87.0,0.0,1019.0,751.0,0.0,8.0,6000.0,21.0,diesel,d6dda5c8-2,Edward Harris,male,54.0,18.0,conservative,7.0,47024382.0,42.25,0,23
14541120,R-05c9e7ce,2019-02-06 07:00:00,2019-02-06 07:40:48,0,36.5,3.0,0.0,52.0,6.0,1026.0,Clear,2019-02-06 08:00:00,2019-02-06 07:00:00,C-6ea51d66,C-01660979,33.84,0.68,36.0,4.0,Overcast,0.0,69.0,6.0,1024.0,37.0,4.0,Sunny,0.0,66.0,6.0,1024.0,2038.0,0.0,12.0,15000.0,14.0,gas,09a3aa73-5,Gary Smith,male,49.0,14.0,proactive,4.0,14541120.0,63.42,0,24
11275725,R-67f6f53b,2019-01-16 07:00:00,2019-01-17 02:10:12,0,48.6,5.8,0.0,64.8,6.0,1017.0,Clear,2019-01-17 02:00:00,2019-01-16 07:00:00,C-40a81eb1,C-e5bfb4e5,958.67,19.17,32.0,6.0,Sunny,0.0,66.0,6.0,1017.0,19.0,4.0,Overcast,0.0,61.0,6.0,1025.0,1932.1,0.0,9.0,3000.0,25.0,diesel,1c8970fa-f,Billy Garcia,male,53.0,20.0,proactive,7.0,11275725.0,62.51,1,25
19695271,R-a8370e6d,2019-01-01 07:00:00,2019-01-01 11:57:00,0,59.0,4.5,0.0,82.5,4.5,1013.5,Clear,2019-01-01 12:00:00,2019-01-01 07:00:00,C-b25a09de,C-c7cacd1d,247.63,4.95,50.0,17.0,Partly cloudy,0.0,77.0,6.0,1015.0,32.0,12.0,Moderate snow,0.0,73.0,3.0,1019.0,2041.5,0.0,13.0,3000.0,24.0,diesel,fc5bb863-b,Robert Cohen,male,42.0,13.0,proactive,8.0,19695271.0,65.04,0,26
16959470,R-d50d5abd,2019-01-28 07:00:00,2019-01-28 10:43:48,1,78.5,4.5,0.0,77.5,5.5,1014.5,Moderate or heavy rain shower,2019-01-28 11:00:00,2019-01-28 07:00:00,C-fc66f0ab,C-56b68559,186.34,3.73,32.0,15.0,Overcast,0.0,93.0,5.0,1001.0,9.0,13.0,Heavy snow,0.0,90.0,1.0,1012.0,2292.3333333333335,0.0,9.0,3000.0,22.0,diesel,9fa140ec-4,Ryan Smith,male,43.0,11.0,conservative,5.0,16959470.0,44.41,0,27
61318546,R-6678a9aa,2019-01-04 07:00:00,2019-01-04 07:25:48,0,79.0,4.0,0.0,93.0,6.0,1012.0,Patchy rain possible,2019-01-04 07:00:00,2019-01-04 07:00:00,C-825b2625,C-6df8beaf,21.39,0.43,34.0,4.0,Cloudy,0.0,68.0,6.0,1012.0,34.0,6.0,Partly cloudy,0.0,69.0,6.0,1012.0,2437.0,0.0,8.0,4000.0,17.0,gas,9ed4a2d6-d,Brandon Moore,male,40.0,6.0,proactive,3.0,61318546.0,61.89,0,28
31766919,R-08c77b90,2019-01-26 07:00:00,2019-01-27 08:15:36,0,36.833333333333336,15.166666666666666,0.0,56.333333333333336,6.0,1018.1666666666666,Clear,2019-01-27 08:00:00,2019-01-26 07:00:00,C-01660979,C-84f378bb,1263.13,25.26,27.0,6.0,Sunny,0.0,34.0,6.0,1026.0,34.0,6.0,Sunny,0.0,81.0,6.0,1021.0,1797.923076923077,0.0,7.0,15000.0,17.0,gas,bd7a32e2-6,Alexander Stout,male,51.0,15.0,conservative,8.0,31766919.0,43.41,1,29
18678032,R-13ae31fc,2019-01-22 07:00:00,2019-01-22 12:27:00,0,49.666666666666664,7.666666666666667,0.0,91.66666666666667,5.0,1017.6666666666666,Patchy rain possible,2019-01-22 12:00:00,2019-01-22 07:00:00,C-2aaf0e1a,C-280b55fb,272.56,5.45,7.0,2.0,Mist,0.0,86.0,3.0,1041.0,25.0,10.0,Heavy snow,0.0,95.0,1.0,1016.0,2317.8,0.0,9.0,15000.0,22.0,diesel,3bdccbfa-b,Dustin Jennings,male,45.0,16.0,proactive,9.0,18678032.0,59.91,0,30
32479492,R-515b8af8,2019-01-01 07:00:00,2019-01-02 02:52:48,0,67.2,7.6,0.0,85.8,3.4,1015.0,Light drizzle,2019-01-02 03:00:00,2019-01-01 07:00:00,C-6df8beaf,C-b5ff31cd,993.91,19.88,30.0,12.0,Overcast,0.0,87.0,5.0,1026.0,25.0,9.0,Partly cloudy,0.0,71.0,6.0,1017.0,2022.3,0.0,11.0,8608.555286521389,24.0,diesel,8ca83e98-1,William Graham,male,45.0,14.0,proactive,4.0,32479492.0,61.01,1,31
18611501,R-4f95f6ba,2019-02-06 07:00:00,2019-02-06 08:31:48,1,51.5,5.0,0.0,72.5,6.0,1007.0,Patchy rain possible,2019-02-06 09:00:00,2019-02-06 07:00:00,C-a9f2c329,C-fc66f0ab,76.48,1.53,27.0,9.0,Cloudy,0.0,90.0,6.0,1016.0,30.0,8.0,Overcast,0.0,93.0,6.0,1015.0,2159.0,0.0,11.0,3000.0,14.0,gas,a81259f4-0,Thomas Hogan,male,51.0,20.0,conservative,8.0,18611501.0,43.95,0,32
24891855,R-8f148291,2019-01-17 07:00:00,2019-01-19 00:37:48,1,69.0,2.75,0.0,67.5,6.0,1014.0,Sunny,2019-01-19 01:00:00,2019-01-17 07:00:00,C-6ea51d66,C-56e39a5e,2081.68,41.63,27.0,9.0,Partly cloudy,0.0,44.0,6.0,1029.0,73.0,4.0,Clear,0.0,80.0,6.0,1014.0,2022.075,0.0,8.0,10000.0,26.0,diesel,6e364023-4,John Fletcher,male,45.0,11.0,proactive,8.0,24891855.0,58.67,1,33
33171837,R-553cacdb,2019-01-28 07:00:00,2019-01-29 01:46:48,1,74.2,8.0,0.0,61.4,6.0,1013.4,Sunny,2019-01-29 02:00:00,2019-01-28 07:00:00,C-2aaf0e1a,C-e6dcda92,939.23,18.78,14.0,2.0,Sunny,0.0,82.0,6.0,1021.0,14.0,7.0,Partly cloudy,0.0,79.0,6.0,1025.0,2108.4736842105262,0.0,10.0,6000.0,16.0,gas,431f5a3f-c,Carlos Barrera,male,47.0,9.0,proactive,8.0,33171837.0,61.06,1,34
18910102,R-3d43ebf8,2019-01-31 07:00:00,2019-01-31 22:09:00,0,37.5,6.0,0.0,73.5,6.0,1013.5,Sunny,2019-01-31 22:00:00,2019-01-31 07:00:00,C-ef47bdcd,C-a9f2c329,757.39,15.15,30.0,7.0,Sunny,0.0,24.0,6.0,1014.0,-2.0,6.0,Heavy snow,0.0,73.0,1.0,1026.0,2174.375,0.0,9.0,4000.0,17.0,gas,1aadd95f-1,David Frye,male,50.0,10.0,conservative,8.0,18910102.0,41.03,0,35
26367553,R-2c44d4cc,2019-02-03 07:00:00,2019-02-04 03:40:12,0,61.0,12.5,0.0,70.0,6.0,1018.0,Sunny,2019-02-04 04:00:00,2019-02-03 07:00:00,C-40a81eb1,C-b6e04c88,1033.73,20.67,32.0,1.0,Sunny,0.0,78.0,6.0,1022.0,55.0,11.0,Cloudy,0.0,93.0,6.0,1008.0,2016.55,0.0,5.0,15000.0,19.0,gas,63456ec8-3,Jeffrey Daniels,male,53.0,23.0,conservative,8.0,26367553.0,38.35,1,36
25822301,R-7bcff0d3,2019-02-12 07:00:00,2019-02-12 16:05:24,0,65.0,11.0,0.0,77.33333333333333,6.0,1007.0,Sunny,2019-02-12 16:00:00,2019-02-12 07:00:00,C-c7cacd1d,C-594514f8,454.49,9.09,25.0,12.0,Overcast,0.0,92.0,4.0,1021.0,30.0,13.0,Blizzard,0.0,88.0,0.0,1002.0,719.1111111111111,0.0,11.0,3000.0,19.0,diesel,8549bad4-1,Sandra Clark,female,46.0,15.0,conservative,8.0,25822301.0,41.56,0,37
45254942,R-33c6809e,2019-01-21 07:00:00,2019-01-22 15:24:00,1,86.71428571428571,8.285714285714286,0.0,40.857142857142854,5.714285714285714,1014.2857142857143,Sunny,2019-01-22 15:00:00,2019-01-21 07:00:00,C-73ae5412,C-e5bfb4e5,1619.87,32.4,39.0,17.0,Sunny,0.0,57.0,6.0,1019.0,19.0,6.0,Heavy snow,0.0,89.0,1.0,1018.0,1852.09375,0.0,9.0,3000.0,21.0,diesel,f8d03641-5,Randy Phillips,male,54.0,15.0,conservative,8.0,45254942.0,50.93,1,38
57599938,R-758688a8,2019-01-26 07:00:00,2019-01-27 13:47:24,0,88.0,10.5,0.0,61.75,6.0,1009.5,Sunny,2019-01-27 14:00:00,2019-01-26 07:00:00,C-b6e04c88,C-73ae5412,1539.6,30.79,23.0,6.0,Overcast,0.0,76.0,6.0,1024.0,63.0,4.0,Sunny,0.0,23.0,6.0,1019.0,1695.2903225806451,0.0,10.0,3000.0,26.0,diesel,6d1686c4-7,Nicholas Stone,male,54.0,21.0,proactive,9.0,57599938.0,59.86,1,39
22811669,R-bfbffabd,2019-02-06 07:00:00,2019-02-06 09:15:36,0,66.5,5.5,0.05,89.5,3.0,1011.0,Mist,2019-02-06 09:00:00,2019-02-06 07:00:00,C-84f378bb,C-2c9e75ef,113.1,2.26,30.0,7.0,Heavy freezing drizzle,0.0,54.0,2.0,1015.0,36.0,6.0,Partly cloudy,0.0,51.0,6.0,1012.0,1221.0,0.0,12.0,4000.0,16.0,gas,3f6290f8-3,Dr. Shelly Huang,female,44.0,12.0,proactive,6.0,22811669.0,59.33,0,40
75281181,R-1cdb678f,2019-01-28 07:00:00,2019-01-28 14:41:24,0,80.33333333333333,7.333333333333333,0.0,67.33333333333333,6.0,1012.6666666666666,Light rain shower,2019-01-28 15:00:00,2019-01-28 07:00:00,C-328bd8d3,C-19236709,384.48,7.69,19.0,12.0,Cloudy,0.0,84.0,4.0,1013.0,21.0,17.0,Blizzard,0.0,74.0,0.0,1015.0,1413.5,0.0,10.0,3000.0,24.0,diesel,b82e9615-a,Allen Palmer,male,49.0,19.0,proactive,4.0,75281181.0,66.51,0,41
10630400,R-a5925afd,2019-01-22 07:00:00,2019-01-22 22:06:36,1,44.25,3.75,0.0,67.75,4.5,1021.0,Moderate or heavy snow with thunder,2019-01-22 22:00:00,2019-01-22 07:00:00,C-90e30162,C-e5bfb4e5,755.72,15.11,36.0,12.0,Sunny,0.0,69.0,6.0,1028.0,16.0,9.0,Cloudy,0.0,93.0,6.0,1018.0,1988.1333333333334,0.0,9.0,15000.0,19.0,gas,2b75b6b5-0,Caleb Smith,male,52.0,26.0,conservative,9.0,10630400.0,39.16,0,42
67390548,R-deb6307f,2019-01-09 07:00:00,2019-01-11 06:21:00,0,61.625,10.375,0.0,59.375,6.0,1010.75,Partly cloudy,2019-01-11 06:00:00,2019-01-09 07:00:00,C-d9e9d934,C-451776b7,2367.72,47.35,46.0,11.0,Sunny,0.0,62.0,6.0,1012.0,55.0,1.0,Cloudy,0.0,80.0,6.0,1019.0,1572.6046511627908,0.0,9.0,3000.0,24.0,diesel,03da4561-6,Robert Jones,male,40.0,1.0,proactive,4.0,67390548.0,59.12,1,43
57599938,R-918a37bc,2019-02-05 07:00:00,2019-02-06 08:11:24,1,41.666666666666664,10.5,0.0,80.33333333333333,5.166666666666667,1012.3333333333334,Clear,2019-02-06 08:00:00,2019-02-05 07:00:00,C-2bd47dc5,C-84f378bb,1259.42,25.19,41.0,6.0,Partly cloudy,0.0,83.0,6.0,1016.0,30.0,7.0,Partly cloudy,0.0,49.0,4.0,1015.0,1683.24,0.0,10.0,3000.0,26.0,diesel,6d1686c4-7,Nicholas Stone,male,54.0,21.0,proactive,9.0,57599938.0,59.86,1,44
30898353,R-d074d446,2019-01-01 07:00:00,2019-01-02 14:06:36,0,45.285714285714285,12.428571428571429,0.0,71.28571428571429,5.285714285714286,1019.7142857142857,Sunny,2019-01-02 14:00:00,2019-01-01 07:00:00,C-731988ba,C-56e39a5e,1555.46,31.11,59.0,4.0,Sunny,0.0,49.0,6.0,1013.0,84.0,4.0,Sunny,0.0,53.0,6.0,1011.0,1856.3125,0.0,6.0,15000.0,26.0,diesel,f120d617-1,Ryan Spencer,male,43.0,15.0,proactive,6.0,30898353.0,59.96,1,45
87511111,R-9439d314,2019-01-16 07:00:00,2019-01-16 21:50:24,0,66.5,4.0,0.0,62.0,6.0,1017.5,Sunny,2019-01-16 22:00:00,2019-01-16 07:00:00,C-2aaf0e1a,C-7212cebe,741.88,14.84,30.0,9.0,Patchy light snow,0.0,73.0,6.0,1020.0,23.0,5.0,Clear,0.0,54.0,6.0,1025.0,2060.3333333333335,0.0,11.0,3000.0,22.0,diesel,2e4f9185-4,Cole Krueger,male,46.0,19.0,conservative,6.0,87511111.0,49.38,0,46
80740040,R-f40785c2,2019-02-06 07:00:00,2019-02-06 23:48:36,0,62.5,7.25,0.0,55.25,6.0,1020.0,Clear,2019-02-07 00:00:00,2019-02-06 07:00:00,C-2bd47dc5,C-e5bfb4e5,840.31,16.81,36.0,4.0,Overcast,0.0,70.0,6.0,1024.0,21.0,8.0,Overcast,0.0,93.0,6.0,1019.0,2159.133333333333,0.0,12.0,15000.0,21.0,diesel,2a80835e-b,Jonathan Ramirez,male,42.0,10.0,conservative,7.0,80740040.0,47.41,0,47
21001184,R-58a47a19,2019-01-22 07:00:00,2019-01-22 13:50:24,1,87.66666666666667,8.333333333333334,0.0,65.33333333333333,6.0,1009.6666666666666,Sunny,2019-01-22 14:00:00,2019-01-22 07:00:00,C-825b2625,C-328bd8d3,341.93,6.84,25.0,14.0,Overcast,0.0,84.0,4.0,1021.0,27.0,15.0,Sunny,0.0,78.0,6.0,1026.0,567.4,0.0,11.0,15000.0,17.0,gas,0fc4a002-7,Andrew Williams,male,51.0,18.0,proactive,6.0,21001184.0,60.21,0,48
16511798,R-f4215aad,2019-01-13 07:00:00,2019-01-13 13:13:12,0,41.0,4.333333333333333,0.0,88.33333333333333,4.0,1007.0,Clear,2019-01-13 13:00:00,2019-01-13 07:00:00,C-d80a1e7d,C-927ceb5e,310.75,6.22,28.0,4.0,Heavy snow,0.0,93.0,3.0,1025.0,30.0,4.0,Cloudy,0.0,85.0,6.0,1032.0,1779.5,0.0,9.0,8608.555286521389,17.0,gas,c98b7c39-9,Jaime Payne,male,54.0,17.0,proactive,8.0,16511798.0,61.52,0,49
